university,wb_cnt_since2015,ret_cnt,like_cnt,cmt_cnt
辽宁医学院,7,35.714286,7.714286,18.142857
沈阳师范大学,32,30.8125,49.46875,49.8125
沈阳体育学院,412,4.242718,14.427184,4.007282
沈阳大学,13,3.461538,4.615385,7.307692
辽东学院,20,4.8,5.35,3.2
沈阳工学院,15,1.0,3.333333,2.533333
中国医科大学临床医药学院,10,0.3,0.0,3.5
辽宁医学院医疗学院,14,0.214286,0.0,1.5
辽宁石油化工大学顺华能源学院,47,0.361702,0.276596,1.638298
辽宁何氏医学院,16,3.0625,0.0,1.4375
锦州师范高等专科学校,22,0.272727,0.045455,0.409091
辽宁农业职业技术学院,2,0.0,0.0,0.5
沈阳航空职业技术学院,2,0.0,0.0,2.0
沈阳职业技术学院,108,2.398148,6.212963,5.287037
大连商务职业学院,29,4.758621,0.034483,3.896552
沈阳北软信息职业技术学院,1324,0.321752,0.156344,0.058157
吉林大学,16,35.5625,32.75,25.875
东北电力大学,1,1.0,3.0,1.0
吉林化工学院,13,2.615385,1.769231,1.230769
北华大学,15,4.0,2.266667,4.733333
吉林体育学院,176,2.272727,7.295455,3.301136
吉林农业科技学院,9,10.0,12.555556,5.444444
长春理工大学光电信息学院,33,0.424242,1.848485,0.969697
吉林师范大学博达学院,29,0.275862,1.586207,1.896552
辽源职业技术学院,54,0.537037,0.037037,1.537037
牡丹江师范学院,248,2.923387,7.040323,3.471774
绥化学院,27,1.0,1.037037,2.407407
哈尔滨体育学院,25,0.36,1.12,2.72
齐齐哈尔医学院,26,0.230769,1.461538,2.153846
黑龙江东方学院,22,2.681818,0.590909,0.5
黑龙江工程学院,15,2.933333,0.866667,2.6
黑龙江财经学院,11,0.454545,0.181818,5.909091
哈尔滨远东理工学院,84,3.440476,5.392857,4.083333
哈尔滨华德学院,43,2.790698,0.697674,0.906977
伊春职业学院,13,1.846154,0.076923,1.769231
黑龙江建筑职业技术学院,1,0.0,0.0,0.0
复旦大学,5808,73.125689,103.607438,44.749656
上海中医药大学,369,9.308943,7.176152,6.151762
上海对外经贸大学,16,13.9375,4.0,10.75
上海戏剧学院,17,6.294118,9.823529,5.588235
上海金融学院,38,4.026316,2.921053,3.736842
上海兴伟学院,1,0.0,0.0,0.0
上海纽约大学,16,4.875,6.6875,3.75
上海东海职业技术学院,13,0.153846,0.230769,0.230769
上海城市管理职业技术学院,107,2.411215,0.663551,1.214953
上海思博职业技术学院,20,0.35,0.0,0.7
上海科学技术职业学院,10,0.2,0.0,3.6
上海建峰职业技术学院,24,0.333333,0.041667,2.375
上海体育职业学院,14,0.285714,0.0,2.642857
东南大学,27,20.851852,0.0,5.703704
中国矿业大学,15,1.733333,0.0,4.2
南京林业大学,729,15.09465,25.784636,14.459534
徐州医学院,17,1.588235,2.588235,1.117647
南京中医药大学,18,11.666667,4.722222,3.944444
淮阴师范学院,14,1.214286,8.642857,3.928571
南京体育学院,19,13.842105,3.526316,6.105263
常熟理工学院,19,3.526316,4.631579,2.157895
扬州大学,15,8.666667,3.666667,6.133333
南京晓庄学院,768,5.121094,7.522135,4.106771
南京森林警察学院,15,0.4,2.0,1.733333
金陵科技学院,9,12.777778,43.666667,10.555556
南京理工大学紫金学院,22,0.727273,0.590909,0.909091
南京师范大学泰州学院,8,0.25,0.75,1.5
南京中医药大学翰林学院,17,1.823529,0.352941,1.117647
苏州科技学院天平学院,21,1.380952,0.095238,1.285714
江苏师范大学科文学院,175,2.651429,3.285714,1.714286
南京审计学院金审学院,15,0.8,0.0,0.666667
西交利物浦大学,11,5.181818,0.0,3.818182
江苏建筑职业技术学院,300,1.606667,4.396667,1.756667
南通职业大学,195,0.953846,4.435897,1.974359
江苏经贸职业技术学院,11,0.818182,0.909091,0.090909
常州信息职业技术学院,10,0.1,0.6,0.8
盐城卫生职业技术学院,78,0.705128,1.153846,4.294872
正德职业技术学院,108,0.0,0.0,0.0
无锡南洋职业技术学院,33,0.0,0.0,0.0
常州工程职业技术学院,23,0.0,0.0,0.0
建东职业技术学院,42,12.142857,22.52381,16.761905
南京铁道职业技术学院,30,0.733333,0.066667,2.033333
徐州工业职业技术学院,21,0.142857,0.0,1.761905
江苏信息职业技术学院,15,1.4,0.0,1.733333
宿迁职业技术学院,16,0.9375,0.0625,3.0
南京信息职业技术学院,12,0.833333,0.0,0.166667
江海职业技术学院,1,0.0,0.0,0.0
常州机电职业技术学院,150,1.493333,2.44,2.813333
江阴职业技术学院,7,0.714286,1.428571,2.142857
无锡工艺职业技术学院,17,0.117647,2.470588,1.352941
金山职业技术学院,30,0.2,0.033333,0.466667
南京城市职业学院,73,0.739726,2.493151,1.232877
南京旅游职业学院,11,3.363636,0.0,2.272727
宿迁泽达职业技术学院,44,0.0,0.0,0.0
徐州生物工程职业技术学院,28,0.0,0.0,0.0
浙江大学,4397,29.194678,69.419832,21.405049
温州医科大学,19,4.473684,3.157895,2.315789
浙江师范大学,1123,6.492431,12.642921,5.483526
湖州师范学院,10,0.8,1.5,0.8
丽水学院,25,3.28,3.2,3.12
中国美术学院,19,56.947368,12.105263,5.842105
浙江万里学院,11,34.545455,11.181818,11.818182
浙江水利水电学院,317,3.605678,7.476341,5.621451
衢州学院,28,1.857143,10.5,6.571429
浙江传媒学院,13,7.846154,30.461538,6.923077
温州职业技术学院,326,1.168712,2.223926,1.411043
浙江医药高等专科学校,19,1.210526,3.052632,0.736842
浙江旅游职业学院,34,2.058824,3.911765,2.558824
杭州职业技术学院,14,3.0,1.571429,2.285714
丽水职业技术学院,10,1.5,2.3,12.9
浙江长征职业技术学院,64,0.640625,0.25,1.546875
台州科技职业学院,20,2.3,0.0,1.15
安徽大学,4,47.0,1.75,9.0
安徽理工大学,622,3.382637,10.437299,3.213826
阜阳师范学院,1271,8.189614,9.226593,3.571991
黄山学院,12,2.333333,4.833333,1.666667
滁州学院,15,1.333333,5.933333,2.733333
宿州学院,22,1.227273,2.227273,1.772727
巢湖学院,5,14.0,28.8,1.2
铜陵学院,275,3.076364,7.476364,4.236364
安徽科技学院,16,0.1875,2.4375,0.1875
合肥学院,13,5.461538,3.307692,2.153846
池州学院,10,1.4,5.9,5.0
安徽文达信息工程学院,11,8.363636,6.727273,15.181818
安徽外国语学院,10,5.3,1.5,5.8
安徽大学江淮学院,12,0.0,0.25,0.083333
安徽建筑大学城市建设学院,26,1.692308,2.384615,1.153846
安徽师范大学皖江学院,20,3.35,0.65,3.85
安徽医科大学临床医学院,5,0.0,0.0,0.0
淮北师范大学信息学院,4,0.25,0.0,0.5
河海大学文天学院,10,0.0,0.0,0.7
淮北职业技术学院,8,0.25,0.125,0.75
淮南联合大学,2,0.0,0.0,0.5
安徽水利水电职业技术学院,66,4.69697,17.590909,10.787879
铜陵职业技术学院,9,1.333333,5.0,1.555556
淮南职业技术学院,33,0.787879,0.575758,3.454545
合肥通用职业技术学院,4,0.0,0.0,0.5
安徽工贸职业技术学院,1,0.0,0.0,0.0
六安职业技术学院,3,0.0,0.0,3.333333
亳州师范高等专科学校,93,8.623656,9.430108,24.72043
池州职业技术学院,58,1.068966,1.224138,2.603448
宣城职业技术学院,37,0.513514,0.135135,6.405405
安徽冶金科技职业学院,12,0.0,0.0,0.5
安庆职业技术学院,482,1.124481,3.829876,1.116183
安徽财贸职业学院,13,0.307692,3.923077,3.692308
安徽公安职业学院,1,0.0,0.0,0.0
安徽新闻出版职业技术学院,10,0.2,0.0,3.0
安徽工业职业技术学院,12,0.75,0.0,0.5
安庆医药高等专科学校,18,0.388889,0.111111,2.055556
安徽现代信息工程职业学院,68,4.691176,12.514706,5.485294
黄山职业技术学院,144,0.451389,1.645833,0.708333
安徽汽车职业技术学院,32,0.5625,0.6875,1.3125
皖西卫生职业学院,1,0.0,0.0,0.0
安徽长江职业学院,20,1.45,0.25,1.75
安徽扬子职业技术学院,1,0.0,0.0,0.0
安徽粮食工程职业学院,1,0.0,0.0,0.0
闽北职业技术学院,117,3.811966,2.974359,1.324786
厦门演艺职业学院,36,0.888889,0.083333,4.0
福州科技职业技术学院,1,6.0,0.0,19.0
福建生物工程职业技术学院,61,0.0,0.0,0.0
漳州卫生职业学院,338,2.695266,6.559172,2.399408
江西农业大学,2294,2.178727,5.231909,2.740628
江西警察学院,1042,0.601727,3.526871,1.316699
东华理工大学长江学院,374,0.914439,2.620321,0.764706
南昌师范学院,1045,1.36555,3.665072,2.516746
江西应用技术职业学院,189,7.391534,4.253968,2.116402
江西生物科技职业学院,451,0.146341,0.94235,0.281596
江西卫生职业学院,2442,0.143325,0.42588,0.145782
中原工学院,623,7.399679,20.046549,9.009631
新乡医学院,464,9.836207,19.903017,7.685345
平顶山学院,549,3.648452,7.386157,3.282332
黄河科技学院,882,7.673469,24.471655,5.636054
新乡医学院三全学院,1293,0.819799,3.144625,1.071926
黄河水利职业技术学院,493,0.817444,3.233266,1.947262
漯河医学高等专科学校,103,1.009709,3.815534,2.640777
河南农业职业学院,207,1.2657,2.289855,1.014493
河南建筑职业技术学院,336,11.776786,29.270833,37.089286
河南机电职业学院,233,0.76824,3.103004,1.223176
鹤壁能源化工职业学院,4,1.5,1.5,1.5
武汉工程大学,523,17.497132,34.422562,16.684512
华中师范大学,3487,18.258675,45.005449,21.554345
武汉音乐学院,249,32.883534,51.851406,13.927711
武汉科技大学城市学院,261,43.823755,68.1341,38.64751
湖北师范学院文理学院,69,0.231884,1.652174,0.942029
文华学院,399,11.072682,38.453634,20.195489
湖北工业职业技术学院,68,0.970588,4.558824,1.352941
恩施职业技术学院,193,1.497409,2.26943,1.46114
湖北生物科技职业学院,59,0.966102,1.932203,1.355932
咸宁职业技术学院,97,0.948454,3.907216,2.824742
天门职业学院,43,1.186047,1.744186,1.395349
中南林业科技大学,660,9.095455,45.092424,14.959091
湖南文理学院,635,7.459843,30.943307,20.390551
湖南医药学院,303,0.617162,7.709571,1.089109
长沙师范学院,348,2.66092,13.022989,7.132184
湖南生物机电职业技术学院,105,2.666667,12.961905,6.72381
湖南环境生物职业技术学院,58,2.327586,6.155172,0.62069
怀化职业技术学院,44,0.409091,2.568182,0.75
湖南城建职业技术学院,121,2.239669,8.471074,13.644628
湖南理工职业技术学院,84,0.428571,0.916667,0.416667
湖南电气职业技术学院,615,0.780488,2.357724,0.17561
湖南有色金属职业技术学院,56,0.464286,2.089286,0.482143
汕头大学,1217,23.566968,36.884141,10.877568
广东海洋大学,677,4.553914,12.49483,4.722304
韶关学院,799,2.986233,6.946183,2.320401
广州体育学院,102,0.0,0.0,0.0
仲恺农业工程学院,186,2.88172,4.188172,4.112903
广东外语外贸大学,516,20.773256,40.848837,13.364341
广东外语外贸大学南国商学院,167,1.976048,3.11976,2.946108
广州大学松田学院,130,1.638462,3.207692,5.615385
东莞理工学院城市学院,201,15.159204,40.885572,39.716418
深圳职业技术学院,281,2.451957,6.797153,5.024911
佛山职业技术学院,178,1.331461,1.308989,0.657303
广东体育职业技术学院,76,0.605263,3.342105,1.144737
汕尾职业技术学院,182,1.0,2.818681,1.461538
揭阳职业技术学院,93,1.107527,10.526882,1.709677
广东省外语艺术职业学院,461,1.201735,2.310195,0.609544
珠海城市职业技术学院,85,1.0,2.435294,2.741176
广东工商职业学院,160,0.90625,3.46875,2.0
广州城市职业学院,267,1.423221,2.850187,0.464419
中山职业技术学院,198,1.969697,4.29798,1.40404
广东南方职业学院,165,1.109091,3.163636,0.660606
广东创新科技职业学院,138,1.956522,2.971014,1.507246
惠州城市职业学院,155,0.348387,1.141935,1.025806
广西医科大学,603,24.409619,18.383085,21.87728
广西民族师范学院,397,0.81864,2.765743,1.40806
百色学院,590,2.140678,11.333898,3.557627
广西警察学院,125,4.168,16.424,5.064
广西师范大学漓江学院,218,1.472477,3.334862,1.743119
南宁职业技术学院,274,1.423358,5.233577,1.222628
广西农业职业技术学院,1,0.0,0.0,0.0
广西现代职业技术学院,58,0.982759,0.293103,1.241379
广西理工职业技术学院,112,0.875,2.875,5.928571
重庆工商大学融智学院,179,34.044693,53.787709,42.921788
重庆机电职业技术学院,54,0.555556,3.981481,3.518519
重庆水利电力职业技术学院,80,3.1,12.575,7.45
重庆商务职业学院,148,1.006757,1.77027,1.560811
重庆文化艺术职业学院,117,0.666667,2.965812,1.606838
四川理工学院,727,8.265475,34.26685,10.291609
西昌学院,428,1.897196,8.175234,4.399533
宜宾学院,744,2.65457,8.196237,4.556452
攀枝花学院,635,0.941732,3.924409,1.43622
成都文理学院,1802,3.733074,9.670921,4.172031
成都纺织高等专科学校,310,0.912903,5.948387,2.719355
四川航天职业技术学院,121,0.570248,3.528926,2.07438
四川国际标榜职业学院,348,3.594828,8.261494,6.258621
四川司法警官职业学院,76,1.434211,3.263158,2.802632
四川艺术职业学院,134,0.0,0.0,0.0
云南警官学院,1112,3.08723,6.229317,1.955935
云南工商学院,608,1.671053,3.588816,1.988487
西双版纳职业技术学院,63,0.698413,1.761905,0.507937
云南城市建设职业学院,130,0.261538,0.738462,0.5
云南三鑫职业技术学院,91,0.417582,3.131868,0.494505
西藏民族大学,1285,1.543191,4.247471,2.310506
陕西师范大学,1123,68.745325,391.445236,57.689225
西北政法大学,717,11.437936,28.529986,14.569038
西安航空学院,475,1.766316,4.330526,2.793684
西安交通大学城市学院,234,1.017094,5.777778,2.534188
陕西学前师范学院,375,2.098667,6.922667,3.336
陕西交通职业技术学院,182,2.994505,5.961538,3.335165
陕西警官职业学院,100,0.92,3.05,2.14
陕西青年职业学院,67,1.089552,3.492537,1.432836
甘肃中医药大学,1573,2.525111,3.970121,1.080737
甘肃医学院,155,9.264516,7.348387,3.793548
兰州交通大学博文学院,715,0.779021,2.993007,0.85035
兰州职业技术学院,152,1.631579,2.085526,1.092105
武威职业学院,270,1.751852,6.051852,0.422222
甘肃钢铁职业技术学院,40,0.0,0.0,0.0
甘肃卫生职业学院,60,5.366667,3.65,1.066667
青海师范大学,487,1.73306,5.00616,2.057495
青海畜牧兽医职业技术学院,81,1.592593,1.246914,1.074074
青海高等职业技术学院,18,0.111111,0.611111,0.055556
宁夏师范学院,227,2.114537,4.876652,1.436123
银川能源学院,93,1.258065,4.849462,1.83871
宁夏工业职业学院,105,0.190476,0.542857,0.133333
宁夏建设职业技术学院,493,0.30426,0.576065,0.160243
新疆大学,945,6.940741,12.635979,4.488889
伊犁师范学院,608,1.713816,4.399671,1.238487
新疆石河子职业技术学院,48,0.333333,1.333333,0.708333
北京大学,8970,103.909922,121.162096,42.076812
中国政法大学,1982,43.074672,102.543391,26.884965
北京邮电大学世纪学院,48,1.708333,3.270833,2.041667
北京工业职业技术学院,1,0.0,0.0,0.0
北京青年政治学院,9,1.444444,0.333333,0.888889
北京经济技术职业学院,20,0.75,0.05,1.0
北京经济管理职业学院,11,0.090909,0.0,1.272727
天津大学,2555,28.55225,52.876712,18.021526
天津体育学院运动与文化艺术学院,100,1.42,4.64,2.95
北京科技大学天津学院,11,0.090909,0.181818,1.272727
天津滨海职业学院,9,1.0,0.222222,2.444444
天津电子信息职业技术学院,15,0.333333,0.466667,0.133333
天津医学高等专科学校,232,2.293103,4.767241,2.418103
天津工艺美术职业学院,13,0.0,0.0,0.846154
河北大学工商学院,663,3.54902,7.164404,4.92006
河北医科大学临床学院,15,0.0,0.0,0.0
石家庄经济学院华信学院,7,0.428571,15.0,0.714286
北京交通大学海滨学院,17,6.882353,4.588235,5.058824
张家口学院,33,1.0,0.484848,1.242424
张家口职业技术学院,25,0.52,0.08,0.28
河北石油职业技术学院,74,0.148649,0.013514,0.810811
保定职业技术学院,207,1.835749,2.057971,2.149758
衡水职业技术学院,23,0.26087,0.695652,0.652174
河北省艺术职业学院,51,1.764706,0.058824,1.156863
河北交通职业技术学院,2,0.0,0.0,0.0
河北外国语职业学院,2,0.0,0.0,4.0
宣化科技职业学院,66,0.530303,0.257576,1.393939
河北工艺美术职业学院,25,0.4,1.92,1.24
中北大学,11,12.454545,7.727273,2.636364
山西医科大学,10,3.5,7.5,5.8
晋中学院,28,1.107143,4.714286,4.607143
山西中医学院,15,1.333333,1.0,1.533333
太原理工大学现代科技学院,25,0.04,0.2,1.92
山西师范大学现代文理学院,14,0.214286,0.142857,0.357143
山西省财政税务专科学校,152,0.105263,3.282895,0.947368
山西工程职业技术学院,12,0.416667,0.25,1.166667
山西机电职业技术学院,38,0.184211,0.0,0.684211
山西水利职业技术学院,2,1.5,0.0,1.0
山西煤炭职业技术学院,1,0.0,0.0,0.0
山西电力职业技术学院,189,1.444444,3.306878,1.661376
山西经贸职业学院,80,0.675,0.6125,1.45
乌兰察布医学高等专科学校,16,0.375,0.4375,0.25
阿拉善职业技术学院,1,0.0,0.0,0.0
辽宁金融职业学院,67,1.686567,6.343284,4.104478
辽宁广告职业学院,32,0.375,0.40625,0.78125
辽宁机电职业技术学院,13,1.0,0.153846,0.615385
渤海船舶职业学院,178,1.483146,3.426966,2.758427
大连翻译职业学院,54,0.111111,0.092593,0.444444
辽宁装备制造职业技术学院,8,2.875,0.0,3.0
大连航运职业技术学院,1,0.0,0.0,0.0
吉林建筑大学,768,12.417969,27.240885,17.132813
吉林工程技术师范学院,18,0.111111,0.944444,0.111111
吉林艺术学院,20,5.8,32.2,21.45
吉林警察学院,31,3.225806,1.709677,2.774194
长春建筑学院,21,24.047619,2.666667,9.142857
长春大学旅游学院,14,0.5,0.142857,0.5
四平职业大学,59,0.966102,0.20339,1.220339
白城医学高等专科学校,46,2.326087,3.152174,0.717391
白城职业技术学院,10,1.0,0.0,1.3
吉林科技职业技术学院,3,0.0,0.0,2.666667
哈尔滨工程大学,51,0.196078,0.0,0.607843
黑龙江民族职业学院,929,0.021529,0.043057,0.078579
华东理工大学,735,15.97551,22.838095,10.179592
东华大学,11,18.636364,18.636364,15.454545
上海财经大学,16,30.125,26.6875,23.8125
上海音乐学院,17,14.823529,9.411765,9.823529
上海电机学院,28,7.285714,4.178571,3.107143
上海建桥学院,304,3.815789,5.223684,3.717105
上海科技大学,9,1.0,2.333333,0.222222
上海公安高等专科学校,18,27.222222,2.888889,4.277778
上海出版印刷高等专科学校,12,2.166667,0.25,1.333333
上海海事职业技术学院,14,0.071429,0.0,0.214286
上海震旦职业学院,10,6.7,0.1,1.9
上海工艺美术职业学院,19,0.473684,0.315789,0.789474
上海农林职业技术学院,57,1.701754,0.0,0.964912
上海民航职业技术学院,161,3.15528,6.416149,2.68323
南京理工大学,26,20.576923,0.5,8.307692
常州大学,17,27.529412,2.117647,10.0
江苏大学,16,5.25,0.4375,2.625
南京医科大学,15,13.533333,0.133333,5.133333
南京师范大学,23,23.086957,0.304348,7.391304
江苏警官学院,604,7.210265,11.961921,4.942053
淮阴工学院,27,0.851852,4.074074,2.703704
三江学院,25,4.52,4.28,3.72
江苏理工学院,20,5.9,3.2,2.15
南京特殊教育师范学院,11,1.090909,1.0,5.0
东南大学成贤学院,19,0.315789,0.052632,0.157895
南京航空航天大学金城学院,139,23.395683,35.992806,14.316547
南京工业大学浦江学院,16,4.375,1.3125,2.9375
南京信息工程大学滨江学院,36,1.166667,0.138889,1.972222
苏州大学应用技术学院,10,0.2,0.1,0.7
南京邮电大学通达学院,33,0.333333,0.030303,1.424242
连云港职业技术学院,117,0.957265,2.094017,1.529915
连云港师范高等专科学校,62,2.016129,0.370968,1.177419
江苏联合职业技术学院,18,0.611111,0.111111,0.5
无锡科技职业学院,14,1.142857,0.0,0.642857
南通航运职业技术学院,12,0.083333,0.0,4.25
南京科技职业学院,1971,0.160325,6.067478,2.870117
台州学院,580,21.493103,59.712069,15.584483
嘉兴学院,26,17.038462,10.923077,9.576923
中国计量学院,27,11.666667,3.925926,6.666667
浙江科技学院,18,4.333333,3.222222,1.777778
浙江财经大学,17,9.411765,4.529412,7.882353
宁波大学,16,7.25,1.625,2.375
浙江越秀外国语学院,9,1.666667,4.0,1.333333
浙江大学宁波理工学院,357,6.459384,6.703081,4.834734
浙江师范大学行知学院,7,0.142857,0.285714,0.285714
宁波大学科学技术学院,7,1.714286,1.428571,0.714286
浙江理工大学科技与艺术学院,8,0.625,0.375,0.5
浙江海洋学院东海科学技术学院,7,3.571429,10.0,2.571429
温州医科大学仁济学院,16,2.375,1.3125,0.75
浙江中医药大学滨江学院,18,0.333333,0.0,1.777778
杭州师范大学钱江学院,7,0.714286,0.142857,1.285714
湖州师范学院求真学院,204,1.259804,2.75,0.848039
绍兴文理学院元培学院,19,1.315789,0.894737,1.210526
温州大学瓯江学院,18,2.111111,1.111111,2.5
浙江工商大学杭州商学院,11,2.0,1.818182,2.454545
嘉兴学院南湖学院,17,0.470588,2.352941,0.647059
中国计量学院现代科技学院,41,11.146341,1.707317,5.390244
浙江财经大学东方学院,28,5.214286,0.178571,2.178571
温州大学城市学院,10,0.4,0.0,0.5
同济大学浙江学院,450,1.82,3.913333,1.484444
上海财经大学浙江学院,18,0.0,0.055556,0.0
浙江外国语学院,18,8.166667,1.833333,7.111111
宁波诺丁汉大学,18,14.333333,11.944444,11.111111
温州肯恩大学,22,0.727273,2.545455,6.318182
浙江电力职业技术学院,35,0.485714,0.028571,4.942857
浙江工商职业技术学院,21,0.095238,0.047619,2.571429
浙江经济职业技术学院,14,0.071429,0.0,3.0
衢州职业技术学院,104,0.961538,2.692308,2.278846
杭州科技职业技术学院,8,1.125,0.875,0.75
杭州万向职业技术学院,21,1.095238,1.142857,1.142857
浙江国际海运职业技术学院,8,2.125,2.5,4.875
浙江农业商贸职业学院,28,3.142857,0.214286,4.535714
安徽工业大学,16,0.5625,0.0625,2.3125
蚌埠医学院,7,0.0,0.0,0.0
皖南医学院,363,5.454545,12.264463,4.853994
安徽中医药大学,24,1.791667,2.416667,2.583333
安徽师范大学,15,9.333333,18.733333,5.6
安庆师范学院,16,5.125,16.375,4.6875
淮北师范大学,4,6.75,9.25,2.75
皖西学院,12,8.583333,4.666667,2.583333
安徽财经大学,1332,13.940691,39.71997,8.490991
淮南师范学院,15,1.533333,2.533333,1.4
安徽建筑大学,22,10.409091,8.136364,4.954545
安徽三联学院,12,0.333333,3.666667,0.666667
蚌埠学院,11,2.363636,3.909091,1.181818
安徽新华学院,12,3.0,4.25,3.0
安徽财经大学商学院,72,2.013889,4.208333,4.180556
安徽工程大学机电学院,11,15.363636,12.272727,24.909091
安徽工业大学工商学院,4,0.0,0.0,0.0
安徽农业大学经济技术学院,48,1.083333,0.125,1.666667
阜阳师范学院信息工程学院,17,0.0,0.0,0.0
合肥师范学院,35,0.6,0.0,2.057143
芜湖职业技术学院,524,23.820611,61.435115,82.061069
阜阳职业技术学院,19,1.0,0.684211,1.736842
民办万博科技职业学院,1,0.0,0.0,0.0
安徽警官职业学院,21,0.666667,0.0,1.333333
安徽工业经济职业技术学院,16,0.0625,0.0,3.0625
宿州职业技术学院,29,1.103448,0.0,1.137931
安徽电子信息职业技术学院,1,0.0,0.0,2.0
安徽交通职业技术学院,95,0.715789,1.484211,0.978947
安徽体育运动职业技术学院,28,0.75,0.214286,0.928571
安徽中医药高等专科学校,9,1.0,0.0,1.666667
合肥职业技术学院,12,0.666667,0.0,0.833333
民办合肥滨湖职业技术学院,1,0.0,0.0,0.0
安徽黄梅戏艺术职业学院,115,3.547826,3.095652,1.930435
安徽人口职业学院,21,2.571429,0.380952,2.761905
厦门大学,13,16.538462,0.0,9.0
福州大学,29,0.586207,0.0,1.655172
福建农林大学,16,1.75,0.0,6.3125
福建医科大学,43,0.372093,0.0,1.418605
闽江学院,1527,8.242305,11.944335,10.049771
泉州师范学院,17,8.117647,5.764706,3.470588
闽南师范大学,20,8.15,3.25,1.85
三明学院,5,6.6,2.2,0.8
福建警察学院,15,1.666667,2.8,3.466667
莆田学院,14,15.857143,6.928571,11.142857
闽南理工学院,340,3.008824,4.417647,2.705882
福建农林大学东方学院,28,9.785714,7.75,2.892857
阳光学院,16,5.3125,8.25,5.0
福州大学至诚学院,23,6.521739,2.73913,4.043478
集美大学诚毅学院,19,7.263158,4.421053,9.052632
福州外语外贸学院,16,20.8125,12.375,27.5625
泉州信息工程学院,9,0.444444,1.444444,1.777778
福建船政交通职业学院,214,1.214953,2.285047,2.17757
漳州职业技术学院,13,8.692308,7.538462,10.076923
黎明职业大学,15,3.8,6.066667,6.333333
福州职业技术学院,19,2.894737,2.684211,8.421053
福建信息职业技术学院,33,5.575758,2.424242,5.272727
福建水利电力职业技术学院,35,0.485714,0.685714,1.685714
福建农业职业技术学院,15,3.666667,0.466667,4.0
厦门医学高等专科学校,10,0.6,0.2,1.8
福州英华职业学院,15,5.2,0.8,0.333333
泉州纺织服装职业学院,17,0.176471,0.235294,0.294118
泉州理工职业学院,682,0.466276,1.673021,0.631965
厦门华天涉外职业技术学院,42,1.357143,0.761905,1.642857
福建对外经济贸易职业技术学院,22,0.681818,0.0,3.545455
湄洲湾职业技术学院,769,0.986996,2.046814,0.421326
厦门安防科技职业学院,2,0.0,0.5,0.0
东华理工大学,1186,1.420742,3.870152,1.856661
江西财经大学,3136,10.31537,5.316645,2.282526
赣南师范学院科技学院,696,1.498563,3.399425,0.636494
江西电力职业技术学院,77,0.688312,1.649351,0.948052
江西工业工程职业技术学院,158,1.196203,3.424051,2.772152
南昌师范高等专科学校,183,7.010929,50.639344,15.928962
江西农业工程职业学院,21,1.238095,4.047619,2.238095
江西冶金职业技术学院,49,3.081633,1.857143,1.857143
吉安职业技术学院,441,0.868481,3.426304,0.621315
烟台大学文经学院,280,1.835714,4.796429,3.842857
山东财经大学燕山学院,86,1.127907,2.383721,3.023256
北京电影学院现代创意媒体学院,69,1.043478,16.086957,3.318841
青岛农业大学,2667,3.137983,6.491939,1.899513
鲁东大学,745,2.377181,9.026846,4.979866
山东艺术学院,638,6.326019,23.901254,7.561129
山东警察学院,219,3.30137,6.438356,3.716895
烟台南山学院,136,0.455882,2.897059,2.316176
山东协和学院,340,2.726471,5.720588,4.602941
齐鲁师范学院,1210,1.775207,5.547107,2.052893
莱芜职业技术学院,126,5.174603,27.674603,5.666667
山东科技职业学院,144,1.805556,10.013889,7.756944
青岛飞洋职业技术学院,18,2.444444,0.611111,1.277778
山东胜利职业学院,52,0.653846,0.076923,1.211538
山东外国语职业学院,170,1.464706,3.576471,2.164706
山东中医药高等专科学校,91,1.175824,3.307692,1.406593
山东杏林科技职业学院,62,0.193548,0.709677,2.080645
烟台汽车工程职业学院,158,31.075949,91.259494,60.06962
临沂职业学院,106,0.764151,2.981132,1.113208
济南护理职业学院,78,5.730769,25.346154,16.717949
菏泽职业学院,82,3.54878,20.329268,8.182927
华北水利水电大学,1854,21.370011,36.226537,15.066882
河南牧业经济学院,1340,22.463433,123.667164,20.964179
河南财经政法大学,2892,8.666667,12.45332,7.613416
河南师范大学新联学院,649,6.53775,17.357473,9.013867
郑州铁路职业技术学院,531,7.350282,11.913371,8.305085
济源职业技术学院,81,1.049383,1.851852,1.345679
郑州信息科技职业学院,42,0.261905,1.690476,0.642857
郑州工业安全职业学院,38,0.5,0.105263,0.973684
河南信息统计职业学院,18,0.0,0.0,0.0
焦作工贸职业学院,19,0.210526,1.263158,0.736842
河南护理职业学院,266,0.62782,5.334586,0.804511
洛阳科技职业学院,34,0.529412,1.470588,1.882353
湖北工业大学,1347,58.757981,246.502598,140.487751
湖北文理学院,766,6.31201,14.631854,6.077023
湖北工程学院,1009,5.50446,8.778989,4.194252
汉口学院,175,24.348571,64.811429,64.674286
武汉大学珞珈学院,5,0.6,8.0,5.2
武汉纺织大学外经贸学院,140,1.435714,2.985714,1.507143
湖北文理学院理工学院,365,0.413699,2.19726,0.769863
武汉职业技术学院,325,1.984615,6.363077,2.695385
武汉城市职业学院,350,4.548571,44.231429,5.082857
随州职业技术学院,76,0.342105,2.210526,2.276316
武汉商贸职业学院,243,52.925926,46.625514,118.349794
湖北生态工程职业技术学院,84,3.321429,10.345238,5.190476
