university,salary_grad5y,loc_per,male_per,ave_salary
温州大学瓯江学院,5000,35,50,-1
安阳工学院,5277,22,63,5525.0
西京学院,4737,44,59,5029.0
安徽广播影视职业技术学院,3999,42,37,4026.0
西藏民族大学,5199,11,42,5000.0
山东外事翻译职业学院,4001,26,24,3801.0
重庆工贸职业技术学院,4001,74,50,-1
青岛农业大学,4711,44,48,5511.0
忻州师范学院,4906,29,40,5423.0
武汉工贸职业学院,4012,45,51,-1
安徽邮电职业技术学院,4013,55,67,4495.0
云南科技信息职业学院,4019,75,49,-1
河南司法警官职业学院,4063,56,52,4998.0
绵阳职业技术学院,4063,50,55,4546.0
济宁医学院,4259,18,54,5168.0
平顶山学院,5916,26,50,4253.0
龙岩学院,5527,23,54,3750.0
金陵科技学院,5268,48,47,5023.0
南京航空航天大学金城学院,5000,34,56,4434.0
成都东软学院,6999,66,73,-1
赤峰学院,5209,30,48,7173.0
台州学院,5489,30,56,4728.0
广东警官学院,5341,62,52,5000.0
宁波工程学院,5609,48,54,7000.0
常熟理工学院,5396,49,56,6155.0
湖南财政经济学院,10449,57,23,-1
黄淮学院,6041,24,59,4831.0
阳江职业技术学院,4063,40,46,3734.0
抚顺职业技术学院,4063,34,52,3582.0
湖南电子科技职业学院,4063,29,57,3589.0
四川职业技术学院,4063,51,61,5331.0
柳州职业技术学院,4063,24,64,3547.0
河北机电职业技术学院,4063,38,75,4004.0
北京京北职业技术学院,4066,98,55,3810.0
重庆科创职业学院,4067,34,60,4319.0
安庆职业技术学院,4067,23,50,-1
河北工业职业技术学院,4067,37,61,4611.0
成都师范学院,4952,74,16,-1
南京信息职业技术学院,4067,45,53,5279.0
兰州理工大学,6072,14,71,7834.0
三门峡职业技术学院,4067,38,59,3897.0
湖南工学院,5862,27,73,5500.0
北京理工大学珠海学院,5833,25,55,5267.0
丽水学院,5833,42,59,-1
内江师范学院,4121,51,49,4679.0
西安欧亚学院,4840,44,52,5074.0
吉林大学珠海学院,5360,25,50,6456.0
浙江师范大学行知学院,5000,33,34,-1
滁州学院,6998,21,61,6833.0
三亚学院,4583,14,44,4107.0
哈尔滨学院,4243,46,37,5716.0
上海政法学院,7348,95,31,7484.0
大连艺术学院,4729,34,30,5352.0
商洛学院,6578,55,47,-1
上海对外经贸大学,9412,91,29,11138.0
中国劳动关系学院,6458,65,41,5416.0
福建警察学院,-1,46,66,-1
上海杉达学院,7107,92,32,7600.0
嘉应学院,5935,32,55,6255.0
长春工业大学,5360,35,60,6823.0
吉林师范大学,4733,27,31,5945.0
邯郸学院,5772,45,44,5079.0
硅湖职业技术学院,4067,41,58,-1
天津工程职业技术学院,4067,55,55,5169.0
长江职业学院,4067,47,48,4526.0
西安邮电大学,6774,40,55,8078.0
郑州铁路职业技术学院,4067,50,45,4597.0
湖南民族职业学院,4067,28,27,-1
广西交通职业技术学院,4067,34,62,3062.0
石家庄铁路职业技术学院,4067,32,48,4535.0
常州工程职业技术学院,4067,23,60,4590.0
常州纺织服装职业技术学院,4067,25,28,4214.0
邢台学院,5082,37,45,4928.0
西安外事学院,5138,40,42,5538.0
长沙学院,6239,39,50,6457.0
浙江工商大学杭州商学院,4444,66,31,-1
西安交通大学城市学院,4391,63,46,4147.0
贵州师范学院,5662,38,30,-1
昆明学院,4988,66,50,3750.0
苏州大学文正学院,4460,56,39,-1
北方民族大学,5775,16,58,6648.0
辽宁科技大学,5351,17,59,6457.0
北京建筑大学,7238,91,57,9786.0
南京体育学院,4784,53,53,4665.0
新乡学院,5998,25,54,-1
四川民族学院,-1,50,40,-1
四川警察学院,-1,47,47,-1
河南农业大学,4861,45,56,5877.0
广州工程技术职业学院,4067,72,51,4381.0
淮安信息职业技术学院,4067,25,59,4332.0
青岛科技大学,5226,43,58,6256.0
重庆城市管理职业学院,4067,64,33,3585.0
闽西职业技术学院,4067,24,52,3696.0
常州信息职业技术学院,4067,27,58,4270.0
武汉工程职业技术学院,4067,36,73,4593.0
安徽警官职业学院,4067,47,38,3797.0
天津外国语大学,5951,53,16,7440.0
北京农业职业学院,4067,98,40,4504.0
山西大同大学,5268,25,48,5930.0
沈阳工程学院,4545,51,56,5228.0
鲁东大学,4594,25,48,6233.0
内江职业技术学院,4092,57,54,3670.0
上海电机学院,6873,94,60,6125.0
浙江万里学院,5401,35,47,6575.0
华中师范大学武汉传媒学院,5000,49,38,4013.0
吉林体育学院,4191,42,77,4343.0
成都学院,4944,72,58,5537.0
中华女子学院,6021,67,2,6393.0
大连海洋大学,5406,48,50,6546.0
井冈山大学,5773,22,62,6420.0
辽宁工业大学,4990,31,62,7034.0
黑龙江工程学院,5821,30,67,6729.0
湖北警官学院,3817,37,53,4103.0
怀化学院,5944,26,50,6162.0
沈阳化工大学,4861,46,53,5694.0
南京晓庄学院,4679,48,29,5555.0
佛山科学技术学院,5405,58,55,5794.0
太原科技大学,6051,16,67,7163.0
沈阳医学院,4956,65,23,5536.0
郑州旅游职业学院,4117,57,22,3767.0
四川化工职业技术学院,4117,48,53,3515.0
山东城市建设职业学院,4117,62,66,-1
广州康大职业技术学院,4117,60,52,3828.0
山东中医药大学,5108,38,52,5059.0
新疆师范大学,4719,32,40,4673.0
甘肃工业职业技术学院,4131,16,68,3960.0
六安职业技术学院,4131,26,48,4610.0
湖南化工职业技术学院,4131,21,53,4054.0
秦皇岛职业技术学院,4131,42,32,4987.0
河南中医学院,5083,47,43,5071.0
沧州职业技术学院,4133,33,52,3506.0
安徽国防科技职业学院,4133,26,74,3842.0
湖北理工学院,6051,22,64,6642.0
上饶师范学院,5246,16,51,5612.0
西南林业大学,5128,42,59,5907.0
西安财经学院,4851,54,31,5761.0
运城学院,4601,19,56,4644.0
桂林理工大学,6152,22,57,6871.0
重庆文理学院,4184,62,45,5189.0
中央司法警官学院,5106,22,65,5195.0
黑龙江科技大学,5778,23,58,7301.0
宁波诺丁汉大学,11249,28,30,5297.0
青岛理工大学,5574,41,56,7237.0
衡水学院,4717,30,44,3727.0
荆楚理工学院,5447,18,66,-1
山西中医学院,4466,35,46,4572.0
浙江旅游职业学院,4133,64,22,4022.0
河西学院,4700,18,54,3643.0
随州职业技术学院,4137,19,54,3869.0
山西职业技术学院,4137,53,60,3878.0
广西工业职业技术学院,4137,23,76,3616.0
北京经济管理职业学院,4156,90,36,3607.0
广州铁路职业技术学院,4195,67,55,-1
湖南生物机电职业技术学院,4195,35,53,4832.0
福建船政交通职业学院,4195,49,70,4364.0
河北科技师范学院,5128,40,41,6363.0
泸州职业技术学院,4195,54,50,3703.0
四川师范大学,4998,66,40,6977.0
黑龙江中医药大学,4731,40,34,5496.0
廊坊师范学院,4861,40,36,5605.0
西昌学院,4947,52,63,4415.0
广西财经学院,4470,41,34,4507.0
牡丹江医学院,4679,23,45,6219.0
成都体育学院,4861,52,59,5566.0
乐山师范学院,4594,49,40,5078.0
电子科技大学中山学院,6194,25,61,6754.0
长春大学,5079,34,49,6221.0
南昌理工学院,5794,14,67,6111.0
广西民族大学,4722,35,41,5527.0
哈尔滨体育学院,4601,42,68,4791.0
周口师范学院,4861,27,44,4100.0
贵州民族大学,5128,26,52,5453.0
河南工程学院,6395,50,65,-1
齐齐哈尔医学院,-1,18,26,-1
渭南师范学院,4334,54,39,5113.0
广东工程职业技术学院,4195,63,58,4407.0
云南农业大学,4734,56,57,4830.0
重庆电子工程职业学院,4195,62,59,4490.0
西安理工大学,6381,35,64,7678.0
潍坊学院,4334,27,53,4926.0
广西机电职业技术学院,4195,26,64,4347.0
济宁职业技术学院,4195,34,56,3386.0
内蒙古电子信息职业技术学院,4195,32,54,-1
石家庄工程职业学院,4195,41,49,4617.0
牡丹江大学,4195,24,44,4285.0
安徽工业经济职业技术学院,4195,45,58,3880.0
济源职业技术学院,4195,34,57,4706.0
上海农林职业技术学院,4199,96,34,4612.0
江阴职业技术学院,4199,25,47,3701.0
广东财经大学,6946,66,35,7965.0
邵阳学院,5674,22,55,6425.0
河北传媒学院,5527,36,37,-1
湖北第二师范学院,4989,52,43,5223.0
闽南师范大学,5118,22,43,5642.0
牡丹江师范学院,4861,23,22,5165.0
云南中医学院,4325,64,46,4451.0
肇庆学院,5354,47,50,5993.0
江苏警官学院,4979,34,39,5166.0
河南科技学院,5108,27,51,6185.0
韶关学院,5256,49,54,6516.0
中州大学,4199,53,44,5529.0
广东行政职业学院,4199,58,31,4255.0
临沂大学,4601,28,51,5927.0
厦门南洋职业学院,4199,36,56,4700.0
滨州医学院,4445,16,48,4643.0
安阳师范学院,4861,27,40,5321.0
张家口学院,4199,55,26,4314.0
东北电力大学,5927,23,60,7759.0
成都中医药大学,4951,62,41,5678.0
湖北中医药大学,4617,47,38,4981.0
重庆医科大学,6072,53,44,6394.0
安徽商贸职业技术学院,4199,22,33,4624.0
广东科学技术职业学院,4199,44,56,4842.0
淮南师范学院,5508,19,57,6593.0
巢湖学院,5128,29,61,5579.0
盐城工学院,5550,22,60,6852.0
湖南第一师范学院,6025,48,28,-1
厦门大学嘉庚学院,5944,39,44,5428.0
太原师范学院,4327,42,29,4811.0
常州工学院,5450,29,55,6403.0
湖南商学院,6062,36,39,6906.0
内蒙古医科大学,5351,24,41,4945.0
仰恩大学,5942,26,47,7020.0
黑龙江八一农垦大学,4601,26,45,6813.0
宝鸡文理学院,4412,43,45,5409.0
黄冈师范学院,5396,22,40,6577.0
咸阳师范学院,4077,53,40,4407.0
承德医学院,5117,36,33,5907.0
湖北医药学院,4506,19,40,4989.0
衡阳师范学院,5694,23,38,6595.0
湖北汽车工业学院,6381,12,78,7020.0
北华大学,5204,23,48,7033.0
辽源职业技术学院,4199,42,52,-1
重庆工业职业技术学院,4199,67,67,4536.0
河南财经政法大学,5236,48,40,6065.0
襄阳职业技术学院,4199,14,47,4181.0
重庆三峡职业学院,4215,54,55,3842.0
河南质量工程职业学院,4222,37,51,3521.0
重庆工商职业学院,4223,78,46,3877.0
太原城市职业技术学院,4223,62,53,-1
湖南外国语职业学院,4223,29,16,-1
南通理工学院,4223,28,64,3616.0
宜宾职业技术学院,4223,53,49,3736.0
潇湘职业学院,4223,31,64,-1
河北外国语职业学院,4223,42,18,3874.0
广西医科大学,5554,35,59,5761.0
厦门海洋职业技术学院,4257,48,48,4142.0
许昌学院,5138,22,52,5924.0
淮阴师范学院,4826,19,35,5456.0
沈阳航空航天大学,5406,37,62,6214.0
星海音乐学院,4660,64,28,-1
湖南城市学院,6381,23,59,7887.0
湘南学院,6628,27,48,6060.0
南阳师范学院,4861,21,45,5269.0
洛阳理工学院,6838,20,69,-1
河北建筑工程学院,6959,44,74,7908.0
海口经济学院,5385,36,49,-1
贵州财经大学,5405,22,48,6196.0
东北石油大学,5996,25,62,7988.0
中国刑事警察学院,5389,22,87,-1
黄山学院,5534,22,61,6018.0
黑龙江林业职业技术学院,4260,31,55,3784.0
河北软件职业技术学院,4260,46,55,4880.0
广东邮电职业技术学院,4260,59,61,4199.0
湖南应用技术学院,4260,24,47,3756.0
上海民远职业技术学院,4261,96,48,3589.0
娄底职业技术学院,4261,26,46,-1
怀化职业技术学院,4263,26,48,3709.0
南通航运职业技术学院,4263,25,71,4647.0
贵阳学院,5833,40,72,-1
福州职业技术学院,4270,64,47,4585.0
山西工商学院,4276,57,47,3494.0
山东药品食品职业学院,4279,16,35,3643.0
江西工业贸易职业技术学院,4289,17,58,3855.0
青岛远洋船员职业学院,4324,46,78,5518.0
青海大学,5396,15,64,6319.0
武汉工程大学,5996,36,57,7056.0
无锡职业技术学院,4324,51,60,4826.0
石家庄邮电职业技术学院,4324,28,40,3805.0
淮海工学院,5860,18,53,7088.0
广州体育学院,5396,61,77,4631.0
四川理工学院,4990,49,63,6325.0
盐城师范学院,5129,20,33,6299.0
华北科技学院,6601,53,56,7765.0
四川文理学院,9271,51,49,4583.0
河北美术学院,5124,46,57,-1
北京石油化工学院,6548,79,53,8001.0
山东交通学院,5061,29,63,6323.0
长春工程学院,6190,21,66,7514.0
徐州医学院,5794,15,57,5740.0
湖南工程学院,6311,19,62,7297.0
山东建筑大学,5410,39,68,7332.0
浙江海洋学院,5821,33,65,7179.0
皖西学院,5674,24,67,6690.0
河北能源职业技术学院,4324,34,48,-1
长沙南方职业学院,4324,31,51,4674.0
西华大学,5396,61,60,7508.0
漯河职业技术学院,4327,33,46,4753.0
厦门华厦学院,4327,63,42,4287.0
石河子大学,5236,16,57,7033.0
重庆工程职业技术学院,4327,64,64,4626.0
广州番禺职业技术学院,4327,78,44,4902.0
德州学院,4601,17,58,5254.0
洛阳师范学院,4733,18,39,5483.0
湖南大众传媒职业技术学院,4327,41,31,5185.0
湖南涉外经济学院,5883,33,46,6563.0
莆田学院,5795,19,53,4723.0
天津体育学院,4912,39,60,5178.0
湖南科技学院,5811,27,55,7453.0
淮北师范大学,5396,22,51,6263.0
山东工商学院,5406,18,41,6378.0
辽宁石油化工大学,4861,23,57,6351.0
广西科技大学,5396,22,73,6311.0
上海第二工业大学,7444,93,54,7813.0
陇东学院,6885,14,62,-1
贵阳中医学院,4968,34,48,5022.0
湖南文理学院,5833,23,54,7315.0
广东技术师范学院,6072,69,48,6961.0
佳木斯大学,5256,19,44,6760.0
厦门理工学院,5961,58,53,4751.0
苏州科技学院,5843,53,50,7126.0
重庆科技学院,5555,57,64,6688.0
商丘师范学院,4583,24,48,4615.0
连云港职业技术学院,4327,21,49,5027.0
广西职业技术学院,4327,25,49,4671.0
铜陵职业技术学院,4327,26,35,4073.0
嘉兴职业技术学院,4327,35,42,3643.0
武汉职业技术学院,4327,40,56,5804.0
河北农业大学,5118,34,46,6445.0
海南职业技术学院,4327,21,46,4603.0
南京交通职业技术学院,4327,48,56,5491.0
湖北大学,5396,41,43,6505.0
烟台大学,5406,24,54,6611.0
桂林旅游学院,4327,16,26,4448.0
广东岭南职业技术学院,4327,59,56,4408.0
山西医科大学,5436,32,42,4805.0
江西科技学院,5767,12,62,6035.0
陕西理工学院,4990,42,57,5842.0
泉州师范学院,5397,30,45,6814.0
新疆财经大学,4990,39,36,5650.0
长治医学院,4460,22,49,3383.0
闽江学院,5039,50,50,5421.0
惠州学院,5683,35,54,6287.0
沈阳理工大学,5002,41,58,6260.0
沈阳体育学院,4334,43,61,4053.0
内蒙古民族大学,4869,26,56,6256.0
大连民族大学,5674,38,41,7510.0
宜宾学院,4546,45,51,5014.0
湘潭职业技术学院,4327,21,30,3927.0
湖南工业职业技术学院,4327,34,61,5100.0
石家庄职业技术学院,4327,47,49,5028.0
河北师范大学,4968,41,36,7039.0
西北大学,5843,44,49,8023.0
泰州职业技术学院,4327,20,44,4877.0
淮南职业技术学院,4327,20,47,-1
广州涉外经济职业技术学院,4329,65,31,3735.0
江西先锋软件职业技术学院,4330,14,73,4439.0
上海思博职业技术学院,4330,91,43,3855.0
江西司法警官职业学院,4330,17,48,3357.0
湖北三峡职业技术学院,4330,16,61,4006.0
湖北水利水电职业技术学院,4330,44,69,4415.0
北京现代职业技术学院,4330,96,58,5086.0
江西财经职业学院,4330,21,42,4557.0
杭州万向职业技术学院,4330,76,45,-1
吉林建筑大学,6359,36,65,7830.0
湖南理工学院,5852,22,52,7196.0
石家庄经济学院,5564,29,39,7495.0
新乡医学院,4464,24,35,4028.0
安徽中医药大学,5409,43,53,5720.0
吉林财经大学,4998,35,29,6417.0
安徽建筑大学,6561,39,76,7293.0
广东金融学院,6283,62,35,5527.0
五邑大学,6063,29,64,7358.0
天津音乐学院,5187,37,26,4672.0
成都信息工程大学,5414,63,63,6781.0
西安体育学院,4013,57,61,4295.0
合肥师范学院,4861,50,50,-1
南京工程学院,6072,36,72,6903.0
东莞理工学院,6302,59,63,6839.0
徐州工业职业技术学院,4330,19,61,4109.0
广东理工学院,4330,38,60,4804.0
保险职业学院,4342,32,35,5292.0
四川工程职业技术学院,4342,49,74,4540.0
漳州职业技术学院,4342,29,61,4710.0
焦作大学,4342,30,50,4239.0
新疆职业大学,4342,47,43,-1
郑州航空工业管理学院,5942,27,51,7069.0
安徽电子信息职业技术学院,4342,25,65,4656.0
浙江育英职业技术学院,4342,70,40,3803.0
广州中医药大学,6072,63,47,6195.0
曲阜远东职业技术学院,4390,21,36,-1
兰州交通大学,6062,14,64,7127.0
佛山职业技术学院,4392,36,55,3946.0
辽宁中医药大学,4195,52,27,4604.0
中国传媒大学南广学院,6800,25,40,5799.0
哈尔滨商业大学,5461,27,34,7183.0
大连交通大学,6072,37,60,7435.0
潍坊医学院,4202,24,41,4240.0
江苏师范大学,5375,17,37,6410.0
南京审计学院,6241,41,29,7702.0
南阳理工学院,5839,15,61,6398.0
内蒙古工业大学,6063,23,65,7696.0
安徽科技学院,5406,21,66,6732.0
南京财经大学,5607,39,36,6889.0
甘肃政法学院,4601,36,50,4434.0
福建中医药大学,6108,50,54,5829.0
浙江大学城市学院,6777,68,53,8596.0
浙江科技学院,6655,63,60,7514.0
江西应用工程职业学院,4396,19,62,3803.0
渤海船舶职业学院,4397,21,83,3803.0
河南交通职业技术学院,4400,61,67,3995.0
山西工程职业技术学院,4400,54,67,3551.0
山东艺术学院,4851,49,42,4635.0
湖南商务职业技术学院,4408,36,29,4481.0
厦门兴才职业技术学院,4417,48,47,3613.0
雅安职业技术学院,4417,63,16,3589.0
吉林大学,7287,22,58,9668.0
新疆农业大学,4983,41,54,5459.0
西华师范大学,4669,46,42,5885.0
贵州商学院,4456,54,44,4130.0
安徽水利水电职业技术学院,4456,43,78,4618.0
北京农学院,5406,94,33,6522.0
湖北师范学院,5246,18,38,5970.0
信阳师范学院,4989,25,35,5725.0
上海商学院,6721,93,33,5700.0
阜阳师范学院,5565,21,52,6273.0
山西师范大学,4778,23,38,5806.0
大连大学,5108,62,47,7331.0
兰州财经大学,5433,24,48,6508.0
嘉兴学院,5934,30,44,6262.0
辽宁工程技术大学,5495,23,59,6690.0
延安大学,4601,43,48,5628.0
西安医学院,4961,71,35,-1
渤海大学,4594,34,27,5459.0
江西中医药大学,5723,19,51,6545.0
石家庄铁道大学,6241,28,59,7326.0
广东农工商职业技术学院,4456,61,43,4692.0
长沙民政职业技术学院,4456,35,41,5599.0
湖南信息职业技术学院,4456,30,52,5150.0
成都理工大学,5674,50,57,6896.0
天津师范大学,4990,61,29,6040.0
南通职业大学,4456,31,49,4422.0
邯郸职业技术学院,4456,39,44,4887.0
湖北经济学院,5406,41,39,6488.0
黄河科技学院,5396,43,58,6192.0
哈尔滨医科大学,5443,26,37,5848.0
湖北民族学院,5564,19,49,6463.0
安庆师范学院,5054,22,53,5671.0
山西农业大学,4861,22,57,6410.0
蚌埠医学院,5385,24,56,4916.0
上海立信会计学院,6999,94,30,6971.0
大连外国语大学,6062,40,22,9731.0
齐齐哈尔大学,4998,21,42,6706.0
合肥学院,5628,43,62,6400.0
华北水利水电大学,6241,31,66,8376.0
河南师范大学,5128,27,39,6536.0
浙江农林大学,6072,54,47,7617.0
赣南师范学院,6072,23,45,7051.0
内蒙古师范大学,5678,29,43,6862.0
北京交通运输职业学院,4456,96,71,-1
天津医科大学,5607,52,37,5665.0
河北医科大学,5263,32,40,5314.0
山西煤炭职业技术学院,4460,49,65,-1
浙江警官职业学院,4461,51,59,-1
深圳信息职业技术学院,4462,92,50,4494.0
鄂东职业技术学院,4462,19,63,4775.0
广西中医药大学,4549,38,43,4813.0
铁道警察学院,4462,23,85,-1
河南工业职业技术学院,4462,33,70,4466.0
江西交通职业技术学院,4462,16,72,4341.0
保定职业技术学院,4462,46,40,4094.0
宿州职业技术学院,4462,24,42,4001.0
宜春学院,6051,21,61,7313.0
山东工艺美术学院,5129,40,37,6106.0
福建工程学院,6628,43,64,6901.0
吉林农业大学,4466,41,46,5287.0
河北北方学院,5173,47,45,4107.0
东华理工大学,6299,18,67,7831.0
上海金融学院,7166,90,41,6892.0
广州医科大学,5385,80,45,5152.0
哈尔滨师范大学,4989,35,27,6897.0
吉林艺术学院,5374,33,36,6032.0
云南财经大学,4990,52,40,5890.0
甘肃中医药大学,4861,31,49,4090.0
沈阳药科大学,5842,28,37,7532.0
河南工业大学,5821,31,63,6979.0
唐山工业职业技术学院,4462,49,57,4402.0
汕头职业技术学院,4462,31,45,3888.0
湖南理工职业技术学院,4462,27,58,3681.0
恩施职业技术学院,4466,16,57,3708.0
安徽工商职业学院,4470,42,38,4351.0
四川机电职业技术学院,4471,46,79,3589.0
荆州职业技术学院,4471,14,49,4952.0
湖南环境生物职业技术学院,4474,20,31,3483.0
永州职业技术学院,4474,25,44,3666.0
潮汕职业技术学院,4474,50,52,4460.0
湖南农业大学,5406,38,50,6765.0
浙江经贸职业技术学院,4526,66,32,4877.0
江西航空职业技术学院,4528,27,81,4259.0
九江学院,5788,20,59,6611.0
吉林动画学院,5256,29,46,5624.0
上海工程技术大学,7845,97,60,9185.0
北京物资学院,6959,79,35,7531.0
中南民族大学,6072,26,47,7488.0
北京印刷学院,6959,74,42,7575.0
西安石油大学,5375,46,60,6391.0
北京信息科技大学,8025,81,60,9660.0
聊城大学,4861,16,53,5613.0
桂林电子科技大学,6957,25,66,8650.0
贵州师范大学,4978,31,49,5232.0
安徽工程大学,6072,21,68,7198.0
上海电力学院,7626,86,64,9024.0
北京师范大学珠海分校,6388,23,43,7235.0
内蒙古科技大学,6062,20,63,8179.0
辽宁师范大学,4711,45,25,5928.0
湖南工程职业技术学院,4529,36,54,5036.0
阜阳职业技术学院,4534,25,38,4371.0
广东新安职业技术学院,4534,46,52,4498.0
浙江纺织服装职业技术学院,4534,46,32,-1
上海科学技术职业学院,4585,93,48,4817.0
四川医科大学,5362,47,39,5551.0
山东理工大学,5396,13,67,7368.0
哈尔滨理工大学,6610,22,62,8668.0
天津大学,7816,39,63,10330.0
重庆交通大学,6222,46,65,6928.0
湖南工业大学,6212,19,59,7563.0
沈阳农业大学,4462,46,42,5738.0
河北工程大学,6548,27,65,9220.0
西北民族大学,5375,13,58,6389.0
湖北美术学院,6367,48,32,7168.0
西北农林科技大学,5396,23,54,7606.0
武汉体育学院,4711,37,69,6019.0
沈阳音乐学院,4184,41,34,3837.0
郑州轻工业学院,5776,30,55,6935.0
甘肃农业大学,4540,33,68,5453.0
吉首大学,5778,23,49,6996.0
四川外国语大学,5833,42,19,7465.0
宁夏大学,5285,36,54,6883.0
昆明医科大学,4955,56,40,5516.0
景德镇陶瓷学院,6507,18,57,7136.0
南京中医药大学,5364,39,32,5663.0
上海建峰职业技术学院,4589,96,45,4667.0
江西应用科技学院,4591,13,59,5017.0
包头职业技术学院,4591,33,70,4434.0
包头轻工职业技术学院,4591,20,49,-1
北京劳动保障职业学院,4591,97,40,3669.0
南充职业技术学院,4591,48,46,3811.0
四川信息职业技术学院,4592,47,64,4007.0
江西信息应用职业技术学院,4592,27,66,4123.0
北京财贸职业学院,4594,94,32,4494.0
成都医学院,4293,67,44,4053.0
四川交通职业技术学院,4594,69,66,5401.0
成都航空职业技术学院,4594,65,67,4319.0
安徽交通职业技术学院,4594,47,75,4098.0
北京汇佳职业学院,4594,91,50,4430.0
贵州医科大学,5242,42,43,5547.0
沈阳师范大学,4195,52,31,5698.0
广东海洋大学,6127,35,56,8724.0
陕西科技大学,6072,27,56,7582.0
浙江师范大学,5778,36,39,6582.0
南通大学,5554,19,49,7005.0
河南理工大学,5852,16,69,7014.0
三峡大学,5833,16,57,7097.0
山东农业大学,4816,14,56,6528.0
西北政法大学,4989,46,42,5838.0
天津理工大学,5546,66,57,6930.0
顺德职业技术学院,4594,54,56,-1
安徽机电职业技术学院,4594,21,79,4509.0
渤海石油职业学院,4600,45,54,3803.0
广州华南商贸职业学院,4602,67,38,3643.0
安徽工贸职业技术学院,4602,26,49,4545.0
山西大学,5396,35,50,6568.0
芜湖职业技术学院,4603,22,57,5242.0
达州职业技术学院,4603,49,32,3589.0
南昌职业学院,4603,12,61,5721.0
河南科技大学,6241,14,64,7840.0
天津商业大学,5564,43,38,7898.0
西安科技大学,6212,37,60,7180.0
云南师范大学,5000,45,43,6066.0
北方工业大学,7584,83,50,8918.0
西南石油大学,5943,43,69,7490.0
广东工业大学,6974,62,64,8485.0
江西农业大学,6311,19,56,7776.0
海南师范大学,5396,21,42,5910.0
天津中医药大学,4601,52,34,4735.0
中国计量学院,6777,51,57,8262.0
新疆大学,5414,35,57,7067.0
浙江中医药大学,5512,66,46,6282.0
内蒙古农业大学,5405,24,54,7029.0
河北经贸大学,5523,37,32,7451.0
北京城市学院,6062,81,38,7307.0
北京信息职业技术学院,4603,96,53,4959.0
郑州大学,6221,33,54,7784.0
湖北工业大学,5843,37,56,7272.0
安徽职业技术学院,4617,36,60,5115.0
浙江商业职业技术学院,4658,69,33,4342.0
中原工学院,5852,28,56,7635.0
岳阳职业技术学院,4663,21,39,4309.0
南昌师范学院,4663,21,30,4731.0
河源职业技术学院,4664,30,55,3809.0
四川音乐学院,4978,39,34,5345.0
湖南科技职业学院,4723,31,53,5477.0
南京工业职业技术学院,4723,46,55,5224.0
广东机电职业技术学院,4723,62,80,5093.0
山东财经大学,5136,37,37,6627.0
天津科技大学,5582,49,56,7591.0
安徽财经大学,5852,19,51,6879.0
南华大学,6597,18,60,7556.0
西南科技大学,5843,38,62,7443.0
北京联合大学,6381,92,43,7279.0
安徽理工大学,6381,19,75,7502.0
西安工业大学,5574,43,58,6647.0
杭州师范大学,5927,67,37,6416.0
福建医科大学,5703,48,50,6441.0
长春理工大学,6165,24,61,7332.0
大连医科大学,4851,38,36,5097.0
兰州石化职业技术学院,4723,26,61,-1
上海邦德职业技术学院,4723,90,40,4582.0
上海济光职业技术学院,4723,94,44,-1
黄冈职业技术学院,4723,20,55,5315.0
湖南机电职业技术学院,4723,30,73,4481.0
黄河水利职业技术学院,4723,31,68,5818.0
上海电子信息职业技术学院,4723,96,66,4186.0
贵州电子信息职业技术学院,4723,25,75,4439.0
浙江工商职业技术学院,4723,57,40,3816.0
湖州职业技术学院,4723,45,41,-1
华中科技大学,7838,27,65,10676.0
湖北职业技术学院,4731,17,44,5352.0
正德职业技术学院,4731,61,55,3934.0
上海城市管理职业技术学院,4731,93,53,4366.0
河北科技大学,5574,33,58,7287.0
集美大学,6241,43,53,7901.0
大连工业大学,5265,42,40,6777.0
曲阜师范大学,4861,15,45,6829.0
南京信息工程大学,5797,39,53,6852.0
东北林业大学,5843,21,48,7700.0
浙江传媒学院,5993,47,35,5686.0
东北农业大学,4990,37,42,7015.0
广东医学院,5568,31,51,5208.0
南京林业大学,5863,38,53,7196.0
中北大学,5843,19,70,7093.0
汕头大学,7404,33,50,8531.0
长沙理工大学,6340,26,58,8043.0
鲁迅美术学院,6132,33,32,6428.0
张家口职业技术学院,4731,52,65,5142.0
广东交通职业技术学院,4731,61,67,4727.0
安徽大学,6380,33,58,7790.0
上海交通职业技术学院,4731,95,59,4460.0
中国民航大学,7119,24,59,8071.0
广东松山职业技术学院,4734,39,58,5019.0
浙江经济职业技术学院,4734,63,31,4849.0
萍乡学院,4734,26,45,4355.0
广东司法警官职业学院,4734,58,45,4233.0
哈尔滨信息工程学院,4734,35,66,5788.0
武汉大学,7155,30,56,10684.0
杭州职业技术学院,4749,72,55,5078.0
湖南铁道职业技术学院,4749,23,51,5085.0
西安建筑科技大学,6601,42,61,7858.0
西南民族大学,5630,34,46,7189.0
延边大学,5821,18,40,7760.0
西北师范大学,4723,32,45,6122.0
北京第二外国语学院,7672,77,22,9446.0
福建农林大学,5396,46,56,6988.0
南京工业大学,6165,36,64,9353.0
安徽师范大学,5406,21,52,6912.0
山西财经大学,5738,23,40,7158.0
河北工业大学,6526,32,55,8907.0
重庆工商大学,5396,58,40,6741.0
重庆师范大学,4850,60,28,5337.0
浙江财经大学,6940,62,34,7611.0
淮北职业技术学院,4749,23,43,4284.0
荆州理工职业学院,4749,19,58,4465.0
山东华宇工学院,4792,18,60,3483.0
